Response,color terms,color terms2,Zone Type,Participant External Session ID,Reaction Time,Task Name,Participant Private ID
5.0,GREEN,YELLOW,response_keyboard,5f31650fa901af102bb89f5e,4506.789999999455,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,GREEN,RED,response_keyboard,5f31650fa901af102bb89f5e,1374.5250000065423,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,ORANGE,RED,response_keyboard,5f31650fa901af102bb89f5e,533.3699999901,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,YELLOW,GREEN,response_keyboard,5f31650fa901af102bb89f5e,638.2049999956507,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,BLUE,RED,response_keyboard,5f31650fa901af102bb89f5e,646.9250000081956,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,PURPLE,YELLOW,response_keyboard,5f31650fa901af102bb89f5e,375.2099999983329,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,PURPLE,BLUE,response_keyboard,5f31650fa901af102bb89f5e,361.4249999955064,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,YELLOW,PURPLE,response_keyboard,5f31650fa901af102bb89f5e,309.2800000013085,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,ORANGE,YELLOW,response_keyboard,5f31650fa901af102bb89f5e,367.870000001858,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,YELLOW,ORANGE,response_keyboard,5f31650fa901af102bb89f5e,424.8550000047544,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,RED,PURPLE,response_keyboard,5f31650fa901af102bb89f5e,398.37499998975545,1_2_ Color Testing Phase_ENGLISH,1835544.0
2.0,RED,BLUE,response_keyboard,5f31650fa901af102bb89f5e,321.0699999908684,1_2_ Color Testing Phase_ENGLISH,1835544.0
4.0,YELLOW,RED,response_keyboard,5f31650fa901af102bb89f5e,515.8599999995204,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,GREEN,PURPLE,response_keyboard,5f31650fa901af102bb89f5e,452.6800000021467,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,GREEN,ORANGE,response_keyboard,5f31650fa901af102bb89f5e,338.3250000042608,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,ORANGE,PURPLE,response_keyboard,5f31650fa901af102bb89f5e,485.3849999926752,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,BLUE,GREEN,response_keyboard,5f31650fa901af102bb89f5e,476.3349999993807,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,ORANGE,BLUE,response_keyboard,5f31650fa901af102bb89f5e,197.8149999922607,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,PURPLE,GREEN,response_keyboard,5f31650fa901af102bb89f5e,341.790000005858,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,BLUE,ORANGE,response_keyboard,5f31650fa901af102bb89f5e,368.15999999817,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,RED,GREEN,response_keyboard,5f31650fa901af102bb89f5e,313.3550000056857,1_2_ Color Testing Phase_ENGLISH,1835544.0
2.0,YELLOW,BLUE,response_keyboard,5f31650fa901af102bb89f5e,335.6099999946309,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,PURPLE,ORANGE,response_keyboard,5f31650fa901af102bb89f5e,477.0600000047125,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,PURPLE,RED,response_keyboard,5f31650fa901af102bb89f5e,488.9799999946263,1_2_ Color Testing Phase_ENGLISH,1835544.0
6.0,BLUE,PURPLE,response_keyboard,5f31650fa901af102bb89f5e,357.75000001012813,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,GREEN,BLUE,response_keyboard,5f31650fa901af102bb89f5e,328.7800000107381,1_2_ Color Testing Phase_ENGLISH,1835544.0
3.0,RED,YELLOW,response_keyboard,5f31650fa901af102bb89f5e,361.4850000012666,1_2_ Color Testing Phase_ENGLISH,1835544.0
5.0,RED,ORANGE,response_keyboard,5f31650fa901af102bb89f5e,311.9250000017928,1_2_ Color Testing Phase_ENGLISH,1835544.0
1.0,ORANGE,GREEN,response_keyboard,5f31650fa901af102bb89f5e,318.5450000019045,1_2_ Color Testing Phase_ENGLISH,1835544.0
4.0,BLUE,YELLOW,response_keyboard,5f31650fa901af102bb89f5e,194.26000000385105,1_2_ Color Testing Phase_ENGLISH,1835544.0
