Unnamed: 0,x,y
green,1.3289087396367492,2.2589022965701178
orange,-2.345083185173984,-0.12857390192234522
yellow,-1.9073223547906308,1.1834715635783317
blue,2.7627040317726044,-0.16592847840757707
purple,1.6830453433672126,-1.6783381939049873
red,-1.5222525748119504,-1.46953328591354
