Subject ID,Emotion,Color
4549064.0,EXCITED,"['rgb(252, 255, 89)']"
4549064.0,UNCERTAIN,"['rgb(203, 199, 217)']"
4549064.0,SATISFIED,"['rgb(191, 247, 139)']"
4549064.0,PITY,"['rgb(210, 199, 255)']"
4549064.0,ANGRY,"['rgb(115, 13, 0)']"
4549064.0,DEPRESSED,"['rgb(0, 10, 66)']"
4549064.0,DISGUSTED,"['rgb(168, 194, 0)']"
4549064.0,FRUSTRATED,"['rgb(212, 0, 0)']"
4549064.0,JEALOUS,"['rgb(0, 145, 5)']"
4549064.0,BORED,"['rgb(186, 186, 186)']"
4549064.0,AFRAID,"['rgb(255, 126, 79)']"
4549064.0,SURPRISED,"['rgb(255, 119, 0)']"
4549064.0,STRESSED,"['rgb(194, 0, 61)']"
4549064.0,TIRED,"['rgb(177, 197, 199)']"
4549064.0,CURIOUS,"['rgb(255, 254, 166)']"
4549064.0,SLEEPY,"['rgb(171, 193, 214)']"
4549064.0,SERENE,"['rgb(222, 253, 255)']"
4549064.0,ALARMED,"['rgb(255, 21, 0)']"
4549064.0,GUILTY,"['rgb(255, 96, 28)']"
4549064.0,GENEROUS,"['rgb(255, 156, 224)']"
4549064.0,ASTONISHED,"['rgb(255, 77, 0)']"
4549064.0,SAD,"['rgb(40, 113, 181)']"
4549064.0,CALM,"['rgb(219, 255, 251)']"
4549064.0,INTERESTED,"['rgb(255, 0, 208)']"
4549064.0,SHY,"['rgb(194, 231, 255)']"
4549064.0,HAPPY,"['rgb(255, 250, 148)']"
4549064.0,EMPATHETIC,"['rgb(255, 138, 212)']"
4549063.0,EXCITED,"['rgb(255, 0, 136)']"
4549063.0,UNCERTAIN,"['rgb(90, 214, 185)']"
4549063.0,SATISFIED,"['rgb(244, 255, 84)']"
4549063.0,PITY,"['rgb(35, 217, 15)']"
4549063.0,ANGRY,"['rgb(255, 0, 4)']"
4549063.0,DEPRESSED,"['rgb(26, 26, 26)']"
4549063.0,DISGUSTED,"['rgb(194, 0, 3)']"
4549063.0,FRUSTRATED,"['rgb(51, 51, 51)']"
4549063.0,JEALOUS,"['rgb(255, 60, 25)']"
4549063.0,BORED,"['rgb(110, 110, 110)']"
4549063.0,AFRAID,"['rgb(158, 11, 0)']"
4549063.0,SURPRISED,"['rgb(244, 255, 33)']"
4549063.0,STRESSED,"['rgb(56, 0, 0)']"
4549063.0,TIRED,"['rgb(0, 65, 176)']"
4549063.0,CURIOUS,"['rgb(150, 255, 255)']"
4549063.0,SLEEPY,"['rgb(3, 35, 110)']"
4549063.0,SERENE,"['rgb(168, 196, 255)']"
4549063.0,ALARMED,"['rgb(255, 13, 0)']"
4549063.0,GUILTY,"['rgb(212, 18, 0)']"
4549063.0,GENEROUS,"['rgb(255, 77, 163)']"
4549063.0,ASTONISHED,"['rgb(255, 151, 33)']"
4549063.0,SAD,"['rgb(173, 245, 255)']"
4549063.0,CALM,"['rgb(171, 176, 255)']"
4549063.0,INTERESTED,"['rgb(79, 108, 255)']"
4549063.0,SHY,"['rgb(217, 214, 210)']"
4549063.0,HAPPY,"['rgb(255, 94, 183)']"
4549063.0,EMPATHETIC,"['rgb(255, 255, 138)']"
4549069.0,EXCITED,"['rgb(255, 75, 59)']"
4549069.0,UNCERTAIN,"['rgb(225, 255, 204)']"
4549069.0,SATISFIED,"['rgb(255, 179, 0)']"
4549069.0,PITY,"['rgb(242, 206, 208)']"
4549069.0,ANGRY,"['rgb(255, 0, 4)']"
4549069.0,DEPRESSED,"['rgb(8, 0, 115)']"
4549069.0,DISGUSTED,"['rgb(175, 36, 255)']"
4549069.0,FRUSTRATED,"['rgb(201, 0, 10)']"
4549069.0,JEALOUS,"['rgb(68, 242, 19)']"
4549069.0,BORED,"['rgb(155, 166, 204)']"
4549069.0,AFRAID,"['rgb(93, 83, 153)']"
4549069.0,SURPRISED,"['rgb(255, 218, 5)']"
4549069.0,STRESSED,"['rgb(138, 78, 131)']"
4549069.0,TIRED,"['rgb(97, 113, 143)']"
4549069.0,CURIOUS,"['rgb(214, 255, 242)']"
4549069.0,SLEEPY,"['rgb(199, 214, 237)']"
4549069.0,SERENE,"['rgb(255, 252, 232)']"
4549069.0,ALARMED,"['rgb(255, 85, 79)']"
4549069.0,GUILTY,"['rgb(161, 96, 122)']"
4549069.0,GENEROUS,"['rgb(255, 221, 110)']"
4549069.0,ASTONISHED,"['rgb(255, 245, 166)']"
4549069.0,SAD,"['rgb(105, 105, 255)']"
4549069.0,CALM,"['rgb(158, 211, 255)']"
4549069.0,INTERESTED,"['rgb(28, 244, 255)']"
4549069.0,SHY,"['rgb(214, 223, 255)']"
4549069.0,HAPPY,"['rgb(255, 145, 0)']"
4549069.0,EMPATHETIC,"['rgb(255, 204, 168)']"
4549081.0,EXCITED,"['rgb(255, 4, 0)']"
4549081.0,UNCERTAIN,"['rgb(255, 156, 150)']"
4549081.0,SATISFIED,"['rgb(255, 138, 36)']"
4549081.0,PITY,"['rgb(137, 19, 235)']"
4549081.0,ANGRY,"['rgb(184, 15, 0)']"
4549081.0,DEPRESSED,"['rgb(0, 0, 0)']"
4549081.0,DISGUSTED,"['rgb(169, 255, 20)']"
4549081.0,FRUSTRATED,"['rgb(219, 20, 26)']"
4549081.0,JEALOUS,"['rgb(2, 112, 6)']"
4549081.0,BORED,"['rgb(255, 253, 242)']"
4549081.0,AFRAID,"['rgb(0, 10, 148)']"
4549081.0,SURPRISED,"['rgb(255, 251, 13)']"
4549081.0,STRESSED,"['rgb(209, 0, 7)']"
4549081.0,TIRED,"['rgb(6, 0, 179)']"
4549081.0,CURIOUS,"['rgb(255, 135, 23)']"
4549081.0,SLEEPY,"['rgb(107, 188, 255)']"
4549081.0,SERENE,"['rgb(20, 255, 185)']"
4549081.0,ALARMED,"['rgb(255, 30, 0)']"
4549081.0,GUILTY,"['rgb(204, 37, 29)']"
4549081.0,GENEROUS,"['rgb(251, 255, 20)']"
4549081.0,ASTONISHED,"['rgb(255, 15, 243)']"
4549081.0,SAD,"['rgb(27, 13, 181)']"
4549081.0,CALM,"['rgb(125, 251, 255)']"
4549081.0,INTERESTED,"['rgb(173, 255, 51)']"
4549081.0,SHY,"['rgb(130, 213, 255)']"
4549081.0,HAPPY,"['rgb(255, 251, 0)']"
4549081.0,EMPATHETIC,"['rgb(255, 107, 188)']"
4549080.0,EXCITED,"['rgb(255, 46, 206)']"
4549080.0,UNCERTAIN,"['rgb(191, 31, 255)']"
4549080.0,SATISFIED,"['rgb(255, 245, 112)']"
4549080.0,PITY,"['rgb(120, 255, 160)']"
4549080.0,ANGRY,"['rgb(255, 0, 13)']"
4549080.0,DEPRESSED,"['rgb(161, 126, 106)']"
4549080.0,DISGUSTED,"['rgb(3, 5, 1)']"
4549080.0,FRUSTRATED,"['rgb(255, 46, 31)']"
4549080.0,JEALOUS,"['rgb(237, 26, 40)']"
4549080.0,BORED,"['rgb(255, 255, 255)']"
4549080.0,AFRAID,"['rgb(46, 53, 255)']"
4549080.0,SURPRISED,"['rgb(255, 255, 0)']"
4549080.0,STRESSED,"['rgb(255, 165, 56)']"
4549080.0,TIRED,"['rgb(199, 199, 199)']"
4549080.0,CURIOUS,"['rgb(156, 140, 255)']"
4549080.0,SLEEPY,"['rgb(255, 225, 173)']"
4549080.0,SERENE,"['rgb(176, 246, 255)']"
4549080.0,ALARMED,"['rgb(255, 0, 64)']"
4549080.0,GUILTY,"['rgb(255, 115, 15)']"
4549080.0,GENEROUS,"['rgb(255, 107, 186)']"
4549080.0,ASTONISHED,"['rgb(245, 56, 255)']"
4549080.0,SAD,"['rgb(143, 141, 214)']"
4549080.0,CALM,"['rgb(207, 249, 255)']"
4549080.0,INTERESTED,"['rgb(112, 255, 165)']"
4549080.0,SHY,"['rgb(202, 255, 171)']"
4549080.0,HAPPY,"['rgb(244, 255, 28)']"
4549080.0,EMPATHETIC,"['rgb(174, 184, 230)']"
4549079.0,EXCITED,"['rgb(158, 51, 158)']"
4549079.0,UNCERTAIN,"['rgb(179, 255, 252)']"
4549079.0,SATISFIED,"['rgb(84, 255, 241)']"
4549079.0,PITY,"['rgb(255, 196, 148)']"
4549079.0,ANGRY,"['rgb(255, 25, 0)']"
4549079.0,DEPRESSED,"['rgb(191, 179, 161)']"
4549079.0,DISGUSTED,"['rgb(13, 163, 51)']"
4549079.0,FRUSTRATED,"['rgb(166, 14, 0)']"
4549079.0,JEALOUS,"['rgb(118, 255, 87)']"
4549079.0,BORED,"['rgb(115, 243, 255)']"
4549079.0,AFRAID,"['rgb(0, 0, 0)']"
4549079.0,SURPRISED,"['rgb(234, 0, 255)']"
4549079.0,STRESSED,"['rgb(128, 107, 62)']"
4549079.0,TIRED,"['rgb(203, 150, 255)']"
4549079.0,CURIOUS,"['rgb(233, 255, 166)']"
4549079.0,SLEEPY,"['rgb(145, 202, 255)']"
4549079.0,SERENE,"['rgb(171, 255, 247)']"
4549079.0,ALARMED,"['rgb(255, 13, 0)']"
4549079.0,GUILTY,"['rgb(173, 173, 173)']"
4549079.0,GENEROUS,"['rgb(191, 94, 255)']"
4549079.0,ASTONISHED,"['rgb(255, 36, 244)']"
4549079.0,SAD,"['rgb(0, 132, 255)']"
4549079.0,CALM,"['rgb(255, 255, 255)']"
4549079.0,INTERESTED,"['rgb(255, 138, 245)']"
4549079.0,SHY,"['rgb(240, 255, 194)']"
4549079.0,HAPPY,"['rgb(255, 240, 71)']"
4549079.0,EMPATHETIC,"['rgb(255, 186, 161)']"
4549067.0,EXCITED,"['rgb(247, 255, 18)']"
4549067.0,UNCERTAIN,"['rgb(182, 71, 255)']"
4549067.0,SATISFIED,"['rgb(25, 98, 255)']"
4549067.0,PITY,"['rgb(255, 135, 173)']"
4549067.0,ANGRY,"['rgb(255, 4, 0)']"
4549067.0,DEPRESSED,"['rgb(74, 15, 184)']"
4549067.0,DISGUSTED,"['rgb(150, 77, 66)']"
4549067.0,FRUSTRATED,"['rgb(186, 12, 6)']"
4549067.0,JEALOUS,"['rgb(91, 189, 6)']"
4549067.0,BORED,"['rgb(163, 163, 163)']"
4549067.0,AFRAID,"['rgb(31, 3, 97)']"
4549067.0,SURPRISED,"['rgb(255, 150, 46)']"
4549067.0,STRESSED,"['rgb(255, 114, 48)']"
4549067.0,TIRED,"['rgb(189, 189, 189)']"
4549067.0,CURIOUS,"['rgb(253, 148, 255)']"
4549067.0,SLEEPY,"['rgb(39, 28, 255)']"
4549067.0,SERENE,"['rgb(79, 255, 249)']"
4549067.0,ALARMED,"['rgb(214, 21, 0)']"
4549067.0,GUILTY,"['rgb(35, 97, 18)']"
4549067.0,GENEROUS,"['rgb(15, 255, 35)']"
4549067.0,ASTONISHED,"['rgb(255, 255, 0)']"
4549067.0,SAD,"['rgb(84, 46, 255)']"
4549067.0,CALM,"['rgb(23, 240, 255)']"
4549067.0,INTERESTED,"['rgb(255, 214, 238)']"
4549067.0,SHY,"['rgb(172, 255, 48)']"
4549067.0,HAPPY,"['rgb(153, 255, 197)']"
4549067.0,EMPATHETIC,"['rgb(255, 138, 181)']"
4549068.0,EXCITED,"['rgb(255, 255, 0)']"
4549068.0,UNCERTAIN,"['rgb(0, 176, 212)']"
4549068.0,SATISFIED,"['rgb(101, 232, 0)']"
4549068.0,PITY,"['rgb(0, 149, 255)']"
4549068.0,ANGRY,"['rgb(255, 8, 0)']"
4549068.0,DEPRESSED,"['rgb(0, 11, 64)']"
4549068.0,DISGUSTED,"['rgb(52, 224, 0)']"
4549068.0,FRUSTRATED,"['rgb(227, 30, 0)']"
4549068.0,JEALOUS,"['rgb(0, 0, 255)']"
4549068.0,BORED,"['rgb(0, 23, 199)']"
4549068.0,AFRAID,"['rgb(8, 0, 255)']"
4549068.0,SURPRISED,"['rgb(255, 255, 0)']"
4549068.0,STRESSED,"['rgb(156, 16, 0)']"
4549068.0,TIRED,"['rgb(0, 85, 212)']"
4549068.0,CURIOUS,"['rgb(227, 0, 148)']"
4549068.0,SLEEPY,"['rgb(0, 121, 196)']"
4549068.0,SERENE,"['rgb(198, 247, 0)']"
4549068.0,ALARMED,"['rgb(255, 17, 0)']"
4549068.0,GUILTY,"['rgb(0, 0, 209)']"
4549068.0,GENEROUS,"['rgb(85, 255, 0)']"
4549068.0,ASTONISHED,"['rgb(255, 242, 0)']"
4549068.0,SAD,"['rgb(0, 63, 181)']"
4549068.0,CALM,"['rgb(0, 204, 250)']"
4549068.0,INTERESTED,"['rgb(236, 240, 0)']"
4549068.0,SHY,"['rgb(0, 197, 227)']"
4549068.0,HAPPY,"['rgb(255, 247, 0)']"
4549068.0,EMPATHETIC,"['rgb(166, 237, 0)']"
4549065.0,EXCITED,"['rgb(255, 210, 8)']"
4549065.0,UNCERTAIN,"['rgb(234, 227, 255)']"
4549065.0,SATISFIED,"['rgb(255, 210, 61)']"
4549065.0,PITY,"['rgb(255, 0, 13)']"
4549065.0,ANGRY,"['rgb(255, 50, 36)']"
4549065.0,DEPRESSED,"['rgb(81, 84, 89)']"
4549065.0,DISGUSTED,"['rgb(9, 255, 0)']"
4549065.0,FRUSTRATED,"['rgb(255, 246, 66)']"
4549065.0,JEALOUS,"['rgb(20, 102, 0)']"
4549065.0,BORED,"['rgb(74, 161, 255)']"
4549065.0,AFRAID,"['rgb(255, 120, 248)']"
4549065.0,SURPRISED,"['rgb(142, 138, 255)']"
4549065.0,STRESSED,"['rgb(81, 255, 0)']"
4549065.0,TIRED,"['rgb(117, 112, 255)']"
4549065.0,CURIOUS,"['rgb(100, 255, 89)']"
4549065.0,SLEEPY,"['rgb(101, 41, 255)']"
4549065.0,SERENE,"['rgb(143, 212, 255)']"
4549065.0,ALARMED,"['rgb(255, 111, 89)']"
4549065.0,GUILTY,"['rgb(161, 213, 255)']"
4549065.0,GENEROUS,"['rgb(82, 255, 90)']"
4549065.0,ASTONISHED,"['rgb(214, 144, 147)']"
4549065.0,SAD,"['rgb(71, 67, 77)']"
4549065.0,CALM,"['rgb(181, 207, 255)']"
4549065.0,INTERESTED,"['rgb(255, 87, 61)']"
4549065.0,SHY,"['rgb(166, 206, 255)']"
4549065.0,HAPPY,"['rgb(255, 255, 33)']"
4549065.0,EMPATHETIC,"['rgb(255, 31, 46)']"
4549066.0,EXCITED,"['rgb(255, 247, 0)']"
4549066.0,UNCERTAIN,"['rgb(125, 99, 255)']"
4549066.0,SATISFIED,"['rgb(237, 126, 217)']"
4549066.0,PITY,"['rgb(118, 130, 179)']"
4549066.0,ANGRY,"['rgb(255, 48, 52)']"
4549066.0,DEPRESSED,"['rgb(0, 6, 66)']"
4549066.0,DISGUSTED,"['rgb(22, 110, 42)']"
4549066.0,FRUSTRATED,"['rgb(120, 0, 10)']"
4549066.0,JEALOUS,"['rgb(17, 212, 53)']"
4549066.0,BORED,"['rgb(158, 158, 158)']"
4549066.0,AFRAID,"['rgb(255, 83, 31)']"
4549066.0,SURPRISED,"['rgb(255, 171, 87)']"
4549066.0,STRESSED,"['rgb(101, 140, 84)']"
4549066.0,TIRED,"['rgb(64, 80, 255)']"
4549066.0,CURIOUS,"['rgb(255, 221, 199)']"
4549066.0,SLEEPY,"['rgb(0, 5, 135)']"
4549066.0,SERENE,"['rgb(196, 253, 255)']"
4549066.0,ALARMED,"['rgb(255, 59, 41)']"
4549066.0,GUILTY,"['rgb(53, 0, 122)']"
4549066.0,GENEROUS,"['rgb(59, 255, 232)']"
4549066.0,ASTONISHED,"['rgb(255, 235, 148)']"
4549066.0,SAD,"['rgb(40, 70, 181)']"
4549066.0,CALM,"['rgb(136, 196, 252)']"
4549066.0,INTERESTED,"['rgb(208, 157, 235)']"
4549066.0,SHY,"['rgb(236, 230, 255)']"
4549066.0,HAPPY,"['rgb(238, 255, 0)']"
4549066.0,EMPATHETIC,"['rgb(194, 255, 158)']"
4549062.0,EXCITED,"['rgb(255, 43, 177)']"
4549062.0,UNCERTAIN,"['rgb(170, 153, 255)']"
4549062.0,SATISFIED,"['rgb(255, 92, 135)']"
4549062.0,PITY,"['rgb(176, 176, 176)']"
4549062.0,ANGRY,"['rgb(255, 10, 43)']"
4549062.0,DEPRESSED,"['rgb(99, 99, 99)']"
4549062.0,DISGUSTED,"['rgb(4, 255, 0)']"
4549062.0,FRUSTRATED,"['rgb(255, 64, 201)']"
4549062.0,JEALOUS,"['rgb(219, 255, 135)']"
4549062.0,BORED,"['rgb(7, 7, 13)']"
4549062.0,AFRAID,"['rgb(255, 64, 64)']"
4549062.0,SURPRISED,"['rgb(255, 64, 54)']"
4549062.0,STRESSED,"['rgb(255, 23, 100)']"
4549062.0,TIRED,"['rgb(255, 230, 249)']"
4549062.0,CURIOUS,"['rgb(221, 143, 255)']"
4549062.0,SLEEPY,"['rgb(243, 222, 255)']"
4549062.0,SERENE,"['rgb(250, 186, 255)']"
4549062.0,ALARMED,"['rgb(255, 0, 17)']"
4549062.0,GUILTY,"['rgb(255, 207, 186)']"
4549062.0,GENEROUS,"['rgb(147, 84, 255)']"
4549062.0,ASTONISHED,"['rgb(255, 171, 87)']"
4549062.0,SAD,"['rgb(204, 153, 196)']"
4549062.0,CALM,"['rgb(210, 255, 179)']"
4549062.0,INTERESTED,"['rgb(207, 140, 255)']"
4549062.0,SHY,"['rgb(191, 237, 255)']"
4549062.0,HAPPY,"['rgb(243, 130, 255)']"
4549062.0,EMPATHETIC,"['rgb(217, 224, 255)']"
4549086.0,EXCITED,"['rgb(255, 0, 132)']"
4549086.0,UNCERTAIN,"['rgb(128, 28, 84)']"
4549086.0,SATISFIED,"['rgb(235, 214, 99)']"
4549086.0,PITY,"['rgb(223, 255, 61)']"
4549086.0,ANGRY,"['rgb(133, 3, 16)']"
4549086.0,DEPRESSED,"['rgb(0, 0, 0)']"
4549086.0,DISGUSTED,"['rgb(204, 6, 39)']"
4549086.0,FRUSTRATED,"['rgb(145, 0, 5)']"
4549086.0,JEALOUS,"['rgb(217, 43, 0)']"
4549086.0,BORED,"['rgb(219, 255, 243)']"
4549086.0,AFRAID,"['rgb(94, 56, 40)']"
4549086.0,SURPRISED,"['rgb(255, 230, 234)']"
4549086.0,STRESSED,"['rgb(0, 85, 255)']"
4549086.0,TIRED,"['rgb(86, 99, 0)']"
4549086.0,CURIOUS,"['rgb(0, 255, 64)']"
4549086.0,SLEEPY,"['rgb(82, 82, 82)']"
4549086.0,SERENE,"['rgb(255, 255, 227)']"
4549086.0,ALARMED,"['rgb(255, 0, 60)']"
4549086.0,GUILTY,"['rgb(38, 38, 38)']"
4549086.0,GENEROUS,"['rgb(174, 232, 207)']"
4549086.0,ASTONISHED,"['rgb(179, 0, 255)']"
4549086.0,SAD,"['rgb(117, 94, 36)']"
4549086.0,CALM,"['rgb(242, 242, 242)']"
4549086.0,INTERESTED,"['rgb(203, 135, 255)']"
4549086.0,SHY,"['rgb(64, 64, 64)']"
4549086.0,HAPPY,"['rgb(21, 255, 0)']"
4549086.0,EMPATHETIC,"['rgb(130, 77, 150)']"
4549073.0,EXCITED,"['rgb(13, 255, 0)']"
4549073.0,UNCERTAIN,"['rgb(255, 162, 3)']"
4549073.0,SATISFIED,"['rgb(176, 255, 38)']"
4549073.0,PITY,"['rgb(48, 104, 255)']"
4549073.0,ANGRY,"['rgb(255, 0, 0)']"
4549073.0,DEPRESSED,"['rgb(0, 23, 82)']"
4549073.0,DISGUSTED,"['rgb(43, 255, 5)']"
4549073.0,FRUSTRATED,"['rgb(255, 0, 17)']"
4549073.0,JEALOUS,"['rgb(128, 0, 255)']"
4549073.0,BORED,"['rgb(255, 172, 18)']"
4549073.0,AFRAID,"['rgb(0, 0, 0)']"
4549073.0,SURPRISED,"['rgb(33, 255, 103)']"
4549073.0,STRESSED,"['rgb(255, 0, 60)']"
4549073.0,TIRED,"['rgb(255, 42, 0)']"
4549073.0,CURIOUS,"['rgb(255, 0, 247)']"
4549073.0,SLEEPY,"['rgb(119, 0, 255)']"
4549073.0,SERENE,"['rgb(186, 0, 189)']"
4549073.0,ALARMED,"['rgb(255, 38, 31)']"
4549073.0,GUILTY,"['rgb(255, 72, 0)']"
4549073.0,GENEROUS,"['rgb(0, 255, 0)']"
4549073.0,ASTONISHED,"['rgb(0, 255, 60)']"
4549073.0,SAD,"['rgb(0, 26, 255)']"
4549073.0,CALM,"['rgb(0, 183, 255)']"
4549073.0,INTERESTED,"['rgb(28, 255, 28)']"
4549073.0,SHY,"['rgb(167, 171, 184)']"
4549073.0,HAPPY,"['rgb(0, 255, 0)']"
4549073.0,EMPATHETIC,"['rgb(17, 0, 255)']"
4558374.0,EXCITED,"['rgb(179, 255, 0)']"
4558374.0,UNCERTAIN,"['rgb(199, 54, 90)']"
4558374.0,SATISFIED,"['rgb(114, 195, 224)']"
4558374.0,PITY,"['rgb(99, 95, 120)']"
4558374.0,ANGRY,"['rgb(255, 38, 0)']"
4558374.0,DEPRESSED,"['rgb(45, 46, 45)']"
4558374.0,DISGUSTED,"['rgb(42, 66, 36)']"
4558374.0,FRUSTRATED,"['rgb(80, 53, 120)']"
4558374.0,JEALOUS,"['rgb(32, 12, 64)']"
4558374.0,BORED,"['rgb(8, 82, 52)']"
4558374.0,AFRAID,"['rgb(130, 0, 17)']"
4558374.0,SURPRISED,"['rgb(255, 182, 23)']"
4558374.0,STRESSED,"['rgb(20, 0, 107)']"
4558374.0,TIRED,"['rgb(56, 116, 130)']"
4558374.0,CURIOUS,"['rgb(215, 255, 115)']"
4558374.0,SLEEPY,"['rgb(107, 255, 142)']"
