,x,y
green,1.1521935980268925,2.1486368118659263
orange,-2.4859166140326447,-0.26035776546123285
yellow,-1.6558567101688524,1.468888263512922
blue,2.5962209084201042,0.08541800703104031
purple,1.8461448553498536,-1.792613690815117
red,-1.4527860375953525,-1.6499716261335393
